Issuer Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Nominal,Price,Location,Exchange,Market Currency
WM,WASTE MANAGEMENT INC,Industrials,Equity,137034712.08,0.0948,137034712.08,626244,218.82,United States,New York Stock Exchange Inc.,USD
8766,TOKIO MARINE HOLDINGS INC,Financials,Equity,136743220.41,0.0946,136743220.41,2937416,46.55,Japan,Tokyo Stock Exchange,JPY
7011,MITSUBISHI HEAVY INDUSTRIES LTD,Industrials,Equity,135602062.92,0.09381,135602062.92,5152520,26.32,Japan,Tokyo Stock Exchange,JPY
SLB,SLB NV,Energy,Equity,135411453.75,0.09367,135411453.75,2428905,55.75,United States,New York Stock Exchange Inc.,USD
ADP,AUTOMATIC DATA PROCESSING INC,Industrials,Equity,135322562.58,0.09361,135322562.58,649434,208.37,United States,NASDAQ,USD
PNC,PNC FINANCIAL SERVICES GROUP INC,Financials,Equity,134669020.2,0.09316,134669020.2,630916,213.45,United States,New York Stock Exchange Inc.,USD
9983,FAST RETAILING LTD,Consumer Discretionary,Equity,133176846.88,0.09213,133176846.88,295265,451.04,Japan,Tokyo Stock Exchange,JPY
CIEN,CIENA CORP,Information Technology,Equity,132942934.53,0.09197,132942934.53,224729,591.57,United States,New York Stock Exchange Inc.,USD
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Consumer Discretionary,Equity,132007966.61,0.09132,132007966.61,373463,353.47,United States,NASDAQ,USD
GLEN,GLENCORE PLC,Materials,Equity,130257902.61,0.09011,130257902.61,16210479,8.04,United Kingdom,London Stock Exchange,GBP
USB,US BANCORP,Financials,Equity,130212745.76,0.09008,130212745.76,2437528,53.42,United States,New York Stock Exchange Inc.,USD
BARC,BARCLAYS PLC,Financials,Equity,129758300.98,0.08976,129758300.98,22136587,5.86,United Kingdom,London Stock Exchange,GBP
CI,CIGNA,Health Care,Equity,128758769.82,0.08907,128758769.82,436574,294.93,United States,New York Stock Exchange Inc.,USD
SU,SUNCOR ENERGY INC,Energy,Equity,128555850.82,0.08893,128555850.82,1925113,66.78,Canada,Toronto Stock Exchange,CAD
CP,CANADIAN PACIFIC KANSAS CITY LTD,Industrials,Equity,128225934.85,0.0887,128225934.85,1476028,86.87,Canada,Toronto Stock Exchange,CAD
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,Equity,128134978.79,0.08864,128134978.79,2101607,60.97,United States,NASDAQ,USD
NAB,NATIONAL AUSTRALIA BANK LTD,Financials,Equity,127761890.49,0.08838,127761890.49,4853704,26.32,Australia,Asx - All Markets,AUD
ABI,ANHEUSER-BUSCH INBEV SA,Consumer Staples,Equity,127431726.07,0.08815,127431726.07,1565765,81.39,Belgium,Nyse Euronext - Euronext Brussels,EUR
4063,SHIN ETSU CHEMICAL LTD,Materials,Equity,127409675.05,0.08814,127409675.05,2695185,47.27,Japan,Tokyo Stock Exchange,JPY
BSX,BOSTON SCIENTIFIC CORP,Health Care,Equity,126334517.4,0.08739,126334517.4,2359188,53.55,United States,New York Stock Exchange Inc.,USD
FTNT,FORTINET INC,Information Technology,Equity,126123028.38,0.08725,126123028.38,1034983,121.86,United States,NASDAQ,USD
VLO,VALERO ENERGY CORP,Energy,Equity,125716809.24,0.08697,125716809.24,513612,244.77,United States,New York Stock Exchange Inc.,USD
MMM,3M,Industrials,Equity,125510079.52,0.08682,125510079.52,864871,145.12,United States,New York Stock Exchange Inc.,USD
8001,ITOCHU CORP,Industrials,Equity,125029933.54,0.08649,125029933.54,9673610,12.92,Japan,Tokyo Stock Exchange,JPY
AMT,AMERICAN TOWER REIT CORP,Real Estate,Equity,125014010,0.08648,125014010,733220,170.5,United States,New York Stock Exchange Inc.,USD
ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,Equity,124641209.92,0.08622,124641209.92,1389844,89.68,United States,NASDAQ,USD
GD,GENERAL DYNAMICS CORP,Industrials,Equity,124363768.2,0.08603,124363768.2,365110,340.62,United States,New York Stock Exchange Inc.,USD
EOG,EOG RESOURCES INC,Energy,Equity,123548002.92,0.08547,123548002.92,908508,135.99,United States,New York Stock Exchange Inc.,USD
MRSH,MARSH INC,Financials,Equity,123446788.92,0.0854,123446788.92,771446,160.02,United States,New York Stock Exchange Inc.,USD
CS,AXA SA,Financials,Equity,123329915.74,0.08532,123329915.74,2674536,46.11,France,Nyse Euronext - Euronext Paris,EUR
DELL,DELL TECHNOLOGIES INC CLASS C,Information Technology,Equity,123340148.4,0.08532,123340148.4,497560,247.89,United States,New York Stock Exchange Inc.,USD
NOC,NORTHROP GRUMMAN CORP,Industrials,Equity,122421371.8,0.08469,122421371.8,223132,548.65,United States,New York Stock Exchange Inc.,USD
EMR,EMERSON ELECTRIC,Industrials,Equity,122391801.72,0.08467,122391801.72,887669,137.88,United States,New York Stock Exchange Inc.,USD
HLT,HILTON WORLDWIDE HOLDINGS INC,Consumer Discretionary,Equity,122053277.2,0.08443,122053277.2,385610,316.52,United States,New York Stock Exchange Inc.,USD
MPC,MARATHON PETROLEUM CORP,Energy,Equity,120487352.7,0.08335,120487352.7,484235,248.82,United States,New York Stock Exchange Inc.,USD
6503,MITSUBISHI ELECTRIC CORP,Industrials,Equity,120255507.26,0.08319,120255507.26,2954911,40.7,Japan,Tokyo Stock Exchange,JPY
DG,VINCI SA,Industrials,Equity,120129227.14,0.0831,120129227.14,806986,148.86,France,Nyse Euronext - Euronext Paris,EUR
LLOY,LLOYDS BANKING GROUP PLC,Financials,Equity,119844058.31,0.0829,119844058.31,92003539,1.3,United Kingdom,London Stock Exchange,GBP
BA.,BAE SYSTEMS PLC,Industrials,Equity,119677696.33,0.08279,119677696.33,4615291,25.93,United Kingdom,London Stock Exchange,GBP
MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,Equity,119553213.78,0.0827,119553213.78,74074,1613.97,United States,NASDAQ,USD
GM,GENERAL MOTORS,Consumer Discretionary,Equity,119184452.25,0.08245,119184452.25,1532919,77.75,United States,New York Stock Exchange Inc.,USD
ANZ,ANZ GROUP HOLDINGS LTD,Financials,Equity,119165474.18,0.08244,119165474.18,4732430,25.18,Australia,Asx - All Markets,AUD
REGN,REGENERON PHARMACEUTICALS INC,Health Care,Equity,119002240.58,0.08232,119002240.58,166934,712.87,United States,NASDAQ,USD
NOKIA,NOKIA,Information Technology,Equity,118990105.77,0.08231,118990105.77,8546568,13.92,Finland,Nasdaq Omx Helsinki Ltd.,EUR
NXPI,NXP SEMICONDUCTORS NV,Information Technology,Equity,117413248.78,0.08122,117413248.78,399134,294.17,United States,NASDAQ,USD
MELI,MERCADOLIBRE INC,Consumer Discretionary,Equity,116487711.27,0.08058,116487711.27,72471,1607.37,United States,NASDAQ,USD
UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,Equity,116321318.54,0.08047,116321318.54,1181887,98.42,United States,New York Stock Exchange Inc.,USD
CRH,CRH PUBLIC LIMITED PLC,Materials,Equity,115852609.11,0.08014,115852609.11,1076397,107.63,United States,New York Stock Exchange Inc.,USD
SHW,SHERWIN WILLIAMS,Materials,Equity,115837069.62,0.08013,115837069.62,374659,309.18,United States,New York Stock Exchange Inc.,USD
MUV2,MUENCHENER RUECKVERSICHERUNGS-GESE,Financials,Equity,114978450.97,0.07954,114978450.97,210253,546.86,Germany,Xetra,EUR
ABX,BARRICK MINING CORP,Materials,Equity,114575531.66,0.07926,114575531.66,2655155,43.15,Canada,Toronto Stock Exchange,CAD
FIX,COMFORT SYSTEMS USA INC,Industrials,Equity,114576396,0.07926,114576396,56100,2042.36,United States,New York Stock Exchange Inc.,USD
LITE,LUMENTUM HOLDINGS INC,Information Technology,Equity,113593232.28,0.07858,113593232.28,113388,1001.81,United States,NASDAQ,USD
INVE B,INVESTOR CLASS B,Financials,Equity,113552135.51,0.07855,113552135.51,2902492,39.12,Sweden,Nasdaq Omx Nordic,SEK
TRP,TC ENERGY CORP,Energy,Equity,113138759.93,0.07827,113138759.93,1659848,68.16,Canada,Toronto Stock Exchange,CAD
HCA,HCA HEALTHCARE INC,Health Care,Equity,112864602.6,0.07808,112864602.6,260838,432.7,United States,New York Stock Exchange Inc.,USD
NSC,NORFOLK SOUTHERN CORP,Industrials,Equity,112146296.04,0.07758,112146296.04,353061,317.64,United States,New York Stock Exchange Inc.,USD
MCO,MOODYS CORP,Financials,Equity,111714081.88,0.07728,111714081.88,258191,432.68,United States,New York Stock Exchange Inc.,USD
ITW,ILLINOIS TOOL INC,Industrials,Equity,110833318.44,0.07667,110833318.44,441972,250.77,United States,New York Stock Exchange Inc.,USD
6981,MURATA MANUFACTURING LTD,Information Technology,Equity,110544351.74,0.07647,110544351.74,2757854,40.08,Japan,Tokyo Stock Exchange,JPY
ROST,ROSS STORES INC,Consumer Discretionary,Equity,110424381.36,0.07639,110424381.36,517768,213.27,United States,NASDAQ,USD
PSX,PHILLIPS 66,Energy,Equity,109890573.24,0.07602,109890573.24,640724,171.51,United States,New York Stock Exchange Inc.,USD
CL,COLGATE-PALMOLIVE,Consumer Staples,Equity,109587604.76,0.07581,109587604.76,1233539,88.84,United States,New York Stock Exchange Inc.,USD
RCL,ROYAL CARIBBEAN GROUP LTD,Consumer Discretionary,Equity,109523387.52,0.07577,109523387.52,412704,265.38,United States,New York Stock Exchange Inc.,USD
AEP,AMERICAN ELECTRIC POWER INC,Utilities,Equity,109355781.6,0.07565,109355781.6,850356,128.6,United States,NASDAQ,USD
6098,RECRUIT HOLDINGS LTD,Industrials,Equity,108219950.05,0.07486,108219950.05,2199800,49.2,Japan,Tokyo Stock Exchange,JPY
WBD,WARNER BROS. DISCOVERY INC SERIES,Communication,Equity,107521660.56,0.07438,107521660.56,3964663,27.12,United States,NASDAQ,USD
BE,BLOOM ENERGY CLASS A CORP,Industrials,Equity,107504534.61,0.07437,107504534.61,354321,303.41,United States,New York Stock Exchange Inc.,USD
SPOT,SPOTIFY TECHNOLOGY SA,Communication,Equity,107272515.24,0.07421,107272515.24,248006,432.54,Sweden,New York Stock Exchange Inc.,USD
MQG,MACQUARIE GROUP LTD DEF,Financials,Equity,105117352.52,0.07272,105117352.52,594777,176.73,Australia,Asx - All Markets,AUD
MFC,MANULIFE FINANCIAL CORP,Financials,Equity,105069526.97,0.07268,105069526.97,2801276,37.51,Canada,Toronto Stock Exchange,CAD
KMI,KINDER MORGAN INC,Energy,Equity,104703088.2,0.07243,104703088.2,3134823,33.4,United States,New York Stock Exchange Inc.,USD
DLR,DIGITAL REALTY TRUST REIT INC,Real Estate,Equity,104559005.04,0.07233,104559005.04,542206,192.84,United States,New York Stock Exchange Inc.,USD
TRV,TRAVELERS COMPANIES INC,Financials,Equity,104438786.25,0.07225,104438786.25,350125,298.29,United States,New York Stock Exchange Inc.,USD
MSI,MOTOROLA SOLUTIONS INC,Information Technology,Equity,104316975.9,0.07216,104316975.9,261230,399.33,United States,New York Stock Exchange Inc.,USD
ITX,INDUSTRIA DE DISENO TEXTIL SA,Consumer Discretionary,Equity,103922958.96,0.07189,103922958.96,1806235,57.54,Spain,Bolsa De Madrid,EUR
SPG,SIMON PROPERTY GROUP REIT INC,Real Estate,Equity,103642156.8,0.0717,103642156.8,511056,202.8,United States,New York Stock Exchange Inc.,USD
TDG,TRANSDIGM GROUP INC,Industrials,Equity,103356579.96,0.0715,103356579.96,87678,1178.82,United States,New York Stock Exchange Inc.,USD
APD,AIR PRODUCTS AND CHEMICALS INC,Materials,Equity,101939307.15,0.07052,101939307.15,339945,299.87,United States,New York Stock Exchange Inc.,USD
TEL,TE CONNECTIVITY PLC,Information Technology,Equity,101109234.27,0.06994,101109234.27,489183,206.69,United States,New York Stock Exchange Inc.,USD
COHR,COHERENT CORP,Information Technology,Equity,100914287.52,0.06981,100914287.52,249208,404.94,United States,New York Stock Exchange Inc.,USD
URI,UNITED RENTALS INC,Industrials,Equity,100899843.84,0.0698,100899843.84,103704,972.96,United States,New York Stock Exchange Inc.,USD
KEYS,KEYSIGHT TECHNOLOGIES INC,Information Technology,Equity,100890889.05,0.06979,100890889.05,279051,361.55,United States,New York Stock Exchange Inc.,USD
NET,CLOUDFLARE INC CLASS A,Information Technology,Equity,100870681.73,0.06978,100870681.73,504833,199.81,United States,New York Stock Exchange Inc.,USD
KKR,KKR AND CO INC,Financials,Equity,100397526.27,0.06945,100397526.27,1008311,99.57,United States,New York Stock Exchange Inc.,USD
ECL,ECOLAB INC,Materials,Equity,100328505.6,0.0694,100328505.6,403120,248.88,United States,New York Stock Exchange Inc.,USD
BKR,BAKER HUGHES CLASS A,Energy,Equity,100173088.47,0.0693,100173088.47,1550427,64.61,United States,NASDAQ,USD
TFC,TRUIST FINANCIAL CORP,Financials,Equity,100116562.32,0.06926,100116562.32,2124264,47.13,United States,New York Stock Exchange Inc.,USD
WPM,WHEATON PRECIOUS METALS CORP,Materials,Equity,100062724.48,0.06922,100062724.48,719137,139.14,Canada,Toronto Stock Exchange,CAD
7741,HOYA CORP,Health Care,Equity,99542188.56,0.06886,99542188.56,568923,174.97,Japan,Tokyo Stock Exchange,JPY
AFL,AFLAC INC,Financials,Equity,99163232.49,0.0686,99163232.49,851991,116.39,United States,New York Stock Exchange Inc.,USD
NWG,NATWEST GROUP PLC,Financials,Equity,99015328.56,0.0685,99015328.56,12873246,7.69,United Kingdom,London Stock Exchange,GBP
AON,AON PLC CLASS A,Financials,Equity,99001206.21,0.06849,99001206.21,313881,315.41,United States,New York Stock Exchange Inc.,USD
RHM,RHEINMETALL AG,Industrials,Equity,98959946.51,0.06846,98959946.51,74113,1335.26,Germany,Xetra,EUR
EL,ESSILORLUXOTTICA SA,Health Care,Equity,98775646.85,0.06833,98775646.85,488269,202.3,France,Nyse Euronext - Euronext Paris,EUR
CNR,CANADIAN NATIONAL RAILWAY,Industrials,Equity,97155131.64,0.06721,97155131.64,863423,112.52,Canada,Toronto Stock Exchange,CAD
MNST,MONSTER BEVERAGE CORP,Consumer Staples,Equity,96985439.46,0.06709,96985439.46,1130103,85.82,United States,NASDAQ,USD
5803,FUJIKURA LTD,Industrials,Equity,96877131.75,0.06702,96877131.75,2410800,40.18,Japan,Tokyo Stock Exchange,JPY
PRX,PROSUS NV CLASS N,Consumer Discretionary,Equity,96587308.87,0.06682,96587308.87,2135708,45.23,Netherlands,Euronext Amsterdam,EUR
DDOG,DATADOG INC CLASS A,Information Technology,Equity,96115936.84,0.06649,96115936.84,473851,202.84,United States,NASDAQ,USD
APO,APOLLO GLOBAL MANAGEMENT INC,Financials,Equity,95213777.12,0.06587,95213777.12,702581,135.52,United States,New York Stock Exchange Inc.,USD
LHX,L3HARRIS TECHNOLOGIES INC,Industrials,Equity,94669747.38,0.06549,94669747.38,307749,307.62,United States,New York Stock Exchange Inc.,USD
O39,OVERSEA-CHINESE BANKING LTD,Financials,Equity,94588083.36,0.06543,94588083.36,5253451,18,Singapore,Singapore Exchange,SGD
CTVA,CORTEVA INC,Materials,Equity,94285853.9,0.06522,94285853.9,1131883,83.3,United States,New York Stock Exchange Inc.,USD
CTAS,CINTAS CORP,Industrials,Equity,94183428.95,0.06515,94183428.95,567541,165.95,United States,NASDAQ,USD
AZO,AUTOZONE INC,Consumer Discretionary,Equity,93798577.6,0.06489,93798577.6,27755,3379.52,United States,New York Stock Exchange Inc.,USD
RMS,HERMES INTERNATIONAL,Consumer Discretionary,Equity,93689488.3,0.06481,93689488.3,50338,1861.22,France,Nyse Euronext - Euronext Paris,EUR
DASH,DOORDASH INC CLASS A,Consumer Discretionary,Equity,93566104.6,0.06473,93566104.6,608758,153.7,United States,NASDAQ,USD
HOOD,ROBINHOOD MARKETS INC CLASS A,Financials,Equity,93566162.4,0.06473,93566162.4,1159432,80.7,United States,NASDAQ,USD
ENGI,ENGIE SA,Utilities,Equity,93399554.1,0.06461,93399554.1,2924849,31.93,France,Nyse Euronext - Euronext Paris,EUR
GWW,WW GRAINGER INC,Industrials,Equity,93345202.72,0.06457,93345202.72,72688,1284.19,United States,New York Stock Exchange Inc.,USD
SRE,SEMPRA,Utilities,Equity,93290777.54,0.06454,93290777.54,1004639,92.86,United States,New York Stock Exchange Inc.,USD
TER,TERADYNE INC,Information Technology,Equity,93076307.85,0.06439,93076307.85,261047,356.55,United States,NASDAQ,USD
DBK,DEUTSCHE BANK AG,Financials,Equity,93042316.57,0.06436,93042316.57,2906221,32.02,Germany,Xetra,EUR
NUE,NUCOR CORP,Materials,Equity,93014493.85,0.06434,93014493.85,399461,232.85,United States,New York Stock Exchange Inc.,USD
REL,RELX PLC,Industrials,Equity,92958744.37,0.06431,92958744.37,2914904,31.89,United Kingdom,London Stock Exchange,GBP
ABNB,AIRBNB INC CLASS A,Consumer Discretionary,Equity,92818309.28,0.06421,92818309.28,694384,133.67,United States,NASDAQ,USD
LSEG,LONDON STOCK EXCHANGE GROUP PLC,Financials,Equity,92700948.61,0.06413,92700948.61,746269,124.22,United Kingdom,London Stock Exchange,GBP
NDA FI,NORDEA BANK,Financials,Equity,92586759.11,0.06405,92586759.11,5132372,18.04,Finland,Nasdaq Omx Helsinki Ltd.,EUR
NA,NATIONAL BANK OF CANADA,Financials,Equity,92525988.36,0.06401,92525988.36,617432,149.86,Canada,Toronto Stock Exchange,CAD
285A,KIOXIA HOLDINGS CORP,Information Technology,Equity,92449220.65,0.06395,92449220.65,301700,306.43,Japan,Tokyo Stock Exchange,JPY
388,HONG KONG EXCHANGES AND CLEARING L,Financials,Equity,92422885.09,0.06394,92422885.09,1708907,54.08,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
PCAR,PACCAR INC,Industrials,Equity,91953213.6,0.06361,91953213.6,816636,112.6,United States,NASDAQ,USD
WES,WESFARMERS LTD,Consumer Discretionary,Equity,91590983.72,0.06336,91590983.72,1766704,51.84,Australia,Asx - All Markets,AUD
O,REALTY INCOME REIT CORP,Real Estate,Equity,91163668.76,0.06306,91163668.76,1471331,61.96,United States,New York Stock Exchange Inc.,USD
RKLB,ROCKET LAB CORP,Industrials,Equity,91103338.15,0.06302,91103338.15,687313,132.55,United States,NASDAQ,USD
BAS,BASF N,Materials,Equity,90997630.68,0.06295,90997630.68,1459242,62.36,Germany,Xetra,EUR
AAL,ANGLO AMERICAN PLC,Materials,Equity,90866203.48,0.06286,90866203.48,1658520,54.79,United Kingdom,London Stock Exchange,GBP
F,FORD MOTOR CO,Consumer Discretionary,Equity,90758945.84,0.06278,90758945.84,6267883,14.48,United States,New York Stock Exchange Inc.,USD
ENI,ENI,Energy,Equity,89694345.36,0.06205,89694345.36,3256705,27.54,Italy,Borsa Italiana,EUR
ALL,ALLSTATE CORP,Financials,Equity,89348828.4,0.06181,89348828.4,412792,216.45,United States,New York Stock Exchange Inc.,USD
OKE,ONEOK INC,Energy,Equity,88945777.12,0.06153,88945777.12,977104,91.03,United States,New York Stock Exchange Inc.,USD
TGT,TARGET CORP,Consumer Staples,Equity,88709294.6,0.06137,88709294.6,720745,123.08,United States,New York Stock Exchange Inc.,USD
5802,SUMITOMO ELECTRIC INDUSTRIES LTD,Consumer Discretionary,Equity,87573392.68,0.06058,87573392.68,1144097,76.54,Japan,Tokyo Stock Exchange,JPY
CPG,COMPASS GROUP PLC,Consumer Discretionary,Equity,87222368.24,0.06034,87222368.24,2618504,33.31,United Kingdom,London Stock Exchange,USD
TRGP,TARGA RESOURCES CORP,Energy,Equity,87151938.48,0.06029,87151938.48,325826,267.48,United States,New York Stock Exchange Inc.,USD
GLE,SOCIETE GENERALE SA,Financials,Equity,86739897.46,0.06,86739897.46,1100854,78.79,France,Nyse Euronext - Euronext Paris,EUR
DB1,DEUTSCHE BOERSE AG,Financials,Equity,86083087.56,0.05955,86083087.56,303048,284.06,Germany,Xetra,EUR
VOLV B,VOLVO CLASS B,Industrials,Equity,85726843.35,0.0593,85726843.35,2518563,34.04,Sweden,Nasdaq Omx Nordic,SEK
FLEX,FLEX LTD,Information Technology,Equity,85624228.4,0.05923,85624228.4,596269,143.6,United States,NASDAQ,USD
DVN,DEVON ENERGY CORP,Energy,Equity,85236501.96,0.05896,85236501.96,1804329,47.24,United States,New York Stock Exchange Inc.,USD
LNG,CHENIERE ENERGY INC,Energy,Equity,85117874.52,0.05888,85117874.52,353069,241.08,United States,New York Stock Exchange Inc.,USD
AME,AMETEK INC,Industrials,Equity,84303498.12,0.05832,84303498.12,363158,232.14,United States,New York Stock Exchange Inc.,USD
8053,SUMITOMO CORP,Industrials,Equity,83935034.94,0.05806,83935034.94,1760465,47.68,Japan,Tokyo Stock Exchange,JPY
CARR,CARRIER GLOBAL CORP,Industrials,Equity,83642718.5,0.05786,83642718.5,1253450,66.73,United States,New York Stock Exchange Inc.,USD
CABK,CAIXABANK SA,Financials,Equity,83228750.95,0.05758,83228750.95,6492710,12.82,Spain,Bolsa De Madrid,EUR
EBAY,EBAY INC,Consumer Discretionary,Equity,83089057.32,0.05748,83089057.32,733743,113.24,United States,NASDAQ,USD
STAN,STANDARD CHARTERED PLC,Financials,Equity,82471878.27,0.05705,82471878.27,3198771,25.78,United Kingdom,London Stock Exchange,GBP
D,DOMINION ENERGY INC,Utilities,Equity,82370616.21,0.05698,82370616.21,1308093,62.97,United States,New York Stock Exchange Inc.,USD
DHL,DEUTSCHE POST AG,Industrials,Equity,82335042.13,0.05696,82335042.13,1471349,55.96,Germany,Xetra,EUR
ROK,ROCKWELL AUTOMATION INC,Industrials,Equity,82183591.56,0.05685,82183591.56,180014,456.54,United States,New York Stock Exchange Inc.,USD
ASM,ASM INTERNATIONAL NV,Information Technology,Equity,82014264.96,0.05674,82014264.96,78037,1050.97,Netherlands,Euronext Amsterdam,EUR
JPY,JPY CASH,Cash and/or Derivatives,Cash,81783451.34,0.05658,81783451.34,12933643911,0.63,Japan,--,JPY
9433,KDDI CORP,Communication,Equity,81241080.97,0.0562,81241080.97,4856500,16.73,Japan,Tokyo Stock Exchange,JPY
ETR,ENTERGY CORP,Utilities,Equity,81108263.2,0.05611,81108263.2,718408,112.9,United States,New York Stock Exchange Inc.,USD
ARGX,ARGENX,Health Care,Equity,81033910.46,0.05606,81033910.46,99940,810.83,Belgium,Nyse Euronext - Euronext Brussels,EUR
4502,TAKEDA PHARMACEUTICAL LTD,Health Care,Equity,80944460.59,0.056,80944460.59,2435495,33.24,Japan,Tokyo Stock Exchange,JPY
ATCO A,ATLAS COPCO CLASS A,Industrials,Equity,80912981.66,0.05597,80912981.66,4333216,18.67,Sweden,Nasdaq Omx Nordic,SEK
MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,Equity,80722821.04,0.05584,80722821.04,831851,97.04,United States,NASDAQ,USD
8002,MARUBENI CORP,Industrials,Equity,80651387.88,0.05579,80651387.88,2162532,37.29,Japan,Tokyo Stock Exchange,JPY
AJG,ARTHUR J GALLAGHER,Financials,Equity,80301174.24,0.05555,80301174.24,406218,197.68,United States,New York Stock Exchange Inc.,USD
VST,VISTRA CORP,Utilities,Equity,80105955.6,0.05542,80105955.6,564524,141.9,United States,New York Stock Exchange Inc.,USD
NKE,NIKE INC CLASS B,Consumer Discretionary,Equity,79729294.26,0.05515,79729294.26,1897413,42.02,United States,New York Stock Exchange Inc.,USD
6752,PANASONIC HOLDINGS CORP,Consumer Discretionary,Equity,79498203.74,0.05499,79498203.74,3722903,21.35,Japan,Tokyo Stock Exchange,JPY
DSV,DSV,Industrials,Equity,79365924.32,0.0549,79365924.32,319057,248.75,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
FAST,FASTENAL,Industrials,Equity,79124110.14,0.05474,79124110.14,1799093,43.98,United States,NASDAQ,USD
EOAN,E.ON N,Utilities,Equity,78819752.35,0.05453,78819752.35,3663554,21.51,Germany,Xetra,EUR
ADSK,AUTODESK INC,Information Technology,Equity,78552170.84,0.05434,78552170.84,335894,233.86,United States,NASDAQ,USD
PRY,PRYSMIAN,Industrials,Equity,78380408.88,0.05422,78380408.88,429207,182.62,Italy,Borsa Italiana,EUR
RIO,RIO TINTO LTD,Materials,Equity,78113899.26,0.05404,78113899.26,562998,138.75,Australia,Asx - All Markets,AUD
HOLN,HOLCIM LTD AG,Materials,Equity,78119923.99,0.05404,78119923.99,802148,97.39,Switzerland,SIX Swiss Exchange,CHF
MSTR,STRATEGY INC CLASS A,Information Technology,Equity,77642284.02,0.05371,77642284.02,415266,186.97,United States,NASDAQ,USD
ON,ON SEMICONDUCTOR CORP,Information Technology,Equity,77349349.98,0.05351,77349349.98,653454,118.37,United States,NASDAQ,USD
CCO,CAMECO CORP,Energy,Equity,77328725.39,0.05349,77328725.39,688160,112.37,Canada,Toronto Stock Exchange,CAD
EA,ELECTRONIC ARTS INC,Communication,Equity,76265881.44,0.05276,76265881.44,379848,200.78,United States,NASDAQ,USD
COIN,COINBASE GLOBAL INC CLASS A,Financials,Equity,75955762.65,0.05254,75955762.65,358265,212.01,United States,NASDAQ,USD
2914,JAPAN TOBACCO INC,Consumer Staples,Equity,75860986.39,0.05248,75860986.39,1918298,39.55,Japan,Tokyo Stock Exchange,JPY
SNOW,SNOWFLAKE INC,Information Technology,Equity,75862884.28,0.05248,75862884.28,503203,150.76,United States,New York Stock Exchange Inc.,USD
XEL,XCEL ENERGY INC,Utilities,Equity,75769442.89,0.05242,75769442.89,946763,80.03,United States,NASDAQ,USD
CVNA,CARVANA CLASS A,Consumer Discretionary,Equity,75729642.45,0.05239,75729642.45,1089165,69.53,United States,New York Stock Exchange Inc.,USD
FNV,FRANCO NEVADA CORP,Materials,Equity,75688737.95,0.05236,75688737.95,318123,237.92,Canada,Toronto Stock Exchange,CAD
STT,STATE STREET CORP,Financials,Equity,75248913.92,0.05206,75248913.92,489392,153.76,United States,New York Stock Exchange Inc.,USD
FERG,FERGUSON ENTERPRISES INC,Industrials,Equity,75159416,0.05199,75159416,323963,232,United States,New York Stock Exchange Inc.,USD
BN,DANONE SA,Consumer Staples,Equity,75063173.72,0.05193,75063173.72,1038901,72.25,France,Nyse Euronext - Euronext Paris,EUR
LR,LEGRAND SA,Industrials,Equity,74981486.07,0.05187,74981486.07,414974,180.69,France,Nyse Euronext - Euronext Paris,EUR
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Industrials,Equity,74527840.59,0.05156,74527840.59,276613,269.43,United States,New York Stock Exchange Inc.,USD
6367,DAIKIN INDUSTRIES LTD,Industrials,Equity,74270187.01,0.05138,74270187.01,469349,158.24,Japan,Tokyo Stock Exchange,JPY
7974,NINTENDO LTD,Communication,Equity,74114012.33,0.05127,74114012.33,1707570,43.4,Japan,Tokyo Stock Exchange,JPY
NBIS,NEBIUS NV CLASS A,Information Technology,Equity,74119085.95,0.05127,74119085.95,335153,221.15,Netherlands,NASDAQ,USD
HPE,HEWLETT PACKARD ENTERPRISE,Information Technology,Equity,73969846.61,0.05117,73969846.61,2167297,34.13,United States,New York Stock Exchange Inc.,USD
COR,CENCORA INC,Health Care,Equity,73945829.78,0.05115,73945829.78,283198,261.11,United States,New York Stock Exchange Inc.,USD
PSA,PUBLIC STORAGE REIT,Real Estate,Equity,73655077.86,0.05095,73655077.86,243062,303.03,United States,New York Stock Exchange Inc.,USD
CAH,CARDINAL HEALTH INC,Health Care,Equity,73565249.18,0.05089,73565249.18,378461,194.38,United States,New York Stock Exchange Inc.,USD
EW,EDWARDS LIFESCIENCES CORP,Health Care,Equity,73487355.06,0.05084,73487355.06,903459,81.34,United States,New York Stock Exchange Inc.,USD
6954,FANUC CORP,Industrials,Equity,72529797.21,0.05017,72529797.21,1427355,50.81,Japan,Tokyo Stock Exchange,JPY
LONN,LONZA GROUP AG,Health Care,Equity,72446229.74,0.05012,72446229.74,119631,605.58,Switzerland,SIX Swiss Exchange,CHF
MET,METLIFE INC,Financials,Equity,72395065.8,0.05008,72395065.8,914310,79.18,United States,New York Stock Exchange Inc.,USD
